date,image,đường trước nhà,số tầng,số phòng ngủ,số nhà vs,chỗ để xe,diện tích,kích thước,hướng nhà,giá,địa chỉ,quận,huyện
08/12/2020,/files/properties/2020/11/13/thumbnails/07334902-4119-ban-can-ho-chung-cu-ha-noi.jpg,NULL,26,2,1,1,70, 30x30m, _,2100.0,"Đường Nguyễn Xiển, Phường Đại Kim, Quận Hoàng Mai, Hà Nội",Hoàng Mai,Phường Đại Kim
08/12/2020,/files/properties/2020/11/10/thumbnails/20201110_093613_590010_0.jpg,40.0,26,2,2,1,70, ---, Đông Nam,2200.0,"Đường Nguyễn Xiển, Phường Đại Kim, Quận Hoàng Mai, Hà Nội",Hoàng Mai,Phường Đại Kim
08/12/2020,/files/properties/2020/12/7/thumbnails/0-duy-nhat-mot-can-ck-cuc-cao-mat-duong-to-huu-3pn-2vs-118m2.jpg,40.0,35,2,3,1,106, 40x40m, Tây Nam,2800.0,"Đường Tố Hữu, Phường La Khê, Quận Hà Đông, Hà Nội",Hà Đông,Phường La Khê
08/12/2020,/files/properties/2020/9/15/thumbnails/06928386-4156-ban-can-ho-chung-cu-ha-noi-gia-re.jpg,20.0,1,2,2,NULL,65, ---, _,1050.0,"Đường Linh Đường, Phường Hoàng Liệt, Quận Hoàng Mai, Hà Nội",Hoàng Mai,Phường Hoàng Liệt
08/12/2020,/files/properties/2020/10/15/thumbnails/07131222-1852-ban-can-ho-chung-cu-quan-bac-tu-liem-gia-re.jpg,NULL,21,4,5,NULL,122, ---, _,2300.0,"Đường Hồ Tùng Mậu, Phường Phú Diễn, Quận Bắc Từ Liêm, Hà Nội",Bắc Từ Liêm,Phường Phú Diễn
08/12/2020,/files/properties/2019/8/7/thumbnails/20190807_030944_4888331_0.jpg,NULL,23,2,3,NULL,74, ---, _,2200.0,"Đường Hồ Tùng Mậu, Phường Phú Diễn, Quận Bắc Từ Liêm, Hà Nội",Bắc Từ Liêm,Phường Phú Diễn
08/12/2020,/files/properties/2017/9/26/thumbnails/20170926_043114_2411488_0.jpg,NULL,NULL,NULL,NULL,NULL,124, ---, _,2480.0,"Đường Lê Đức Thọ, Phường Mỹ Đình 2, Quận Nam Từ Liêm, Hà Nội",Nam Từ Liêm,Phường Mỹ Đình 2
08/12/2020,/files/properties/2018/9/18/thumbnails/20180918_105339_3481960_0.jpg,NULL,12,3,3,NULL,159, ---, _,2941.5,"Đường Lê Đức Thọ, Phường Mỹ Đình 1, Quận Nam Từ Liêm, Hà Nội",Nam Từ Liêm,Phường Mỹ Đình 1
08/12/2020,/files/properties/2020/4/2/thumbnails/06006324-2039-ban-can-ho-chung-cu-quan-tay-ho-gia-re.jpg,NULL,12,2,2,NULL,67, ---, _,2400.0,"Đường Võ Chí Công, Phường Phú Thượng, Quận Tây Hồ, Hà Nội",Tây Hồ,Phường Phú Thượng
08/12/2020,/files/properties/2020/4/20/thumbnails/06053533-0520-ban-can-ho-chung-cu-quan-ba-dinh-chinh-chu.jpg,NULL,20,2,3,NULL,82, ---, _,3198.0,"Phố Thành Công, Phường Thành Công, Quận Ba Đình, Hà Nội",Ba Đình,Phường Thành Công
08/12/2020,/files/properties/2020/5/28/thumbnails/06239807-5501-ban-can-ho-chung-cu-quan-nam-tu-liem-chinh-chu.jpg,NULL,15,3,3,NULL,100, ---, _,2700.0,"Đường Lê Đức Thọ, Phường Mỹ Đình 2, Quận Nam Từ Liêm, Hà Nội",Nam Từ Liêm,Phường Mỹ Đình 2
08/12/2020,/files/properties/2020/6/3/thumbnails/06273521-5157-ban-can-ho-chung-cu-quan-ba-dinh.jpg,NULL,12,2,2,NULL,61, ---, _,2318.0,"Phố Thành Công, Phường Thành Công, Quận Ba Đình, Hà Nội",Ba Đình,Phường Thành Công
08/12/2020,/files/properties/2020/2/27/thumbnails/05843550-4710-ban-can-ho-chung-cu-ha-noi.jpg,NULL,4,3,2,NULL,102, ---, _,2280.0,"Phố Phạm Ngọc Thạch, Phường Kim Liên, Quận Đống Đa, Hà Nội",Đống Đa,Phường Kim Liên
08/12/2020,/files/properties/default.jpg,NULL,1,2,3,NULL,75, ---, _,5500.0,"Phố Lương Định Của, Phường Kim Liên, Quận Đống Đa, Hà Nội",Đống Đa,Phường Kim Liên
08/12/2020,/files/properties/2020/10/13/thumbnails/07118872-1405-ban-can-ho-chung-cu-quan-thanh-xuan-gia-re.jpg,NULL,5,3,3,NULL,70, ---, _,1070.0,"Đường Hoàng Đạo Thành, Phường Kim Giang, Quận Thanh Xuân, Hà Nội",Thanh Xuân,Phường Kim Giang
08/12/2020,/files/properties/2020/10/4/thumbnails/07056159-0216-ban-can-ho-chung-cu-quan-dong-da.jpg,NULL,NULL,1,1,NULL,25, ---, _,800.0,"Phố Lương Định Của, Phường Kim Liên, Quận Đống Đa, Hà Nội",Đống Đa,Phường Kim Liên
08/12/2020,/files/properties/2020/10/22/thumbnails/07179831-2947-ban-can-ho-chung-cu-ha-noi.jpg,NULL,4,3,2,NULL,80, ---, _,1450.0,"Phố Nguyễn Quý Đức, Phường Thanh Xuân Bắc, Quận Thanh Xuân, Hà Nội",Thanh Xuân,Phường Thanh Xuân Bắc
08/12/2020,/files/properties/2020/9/3/thumbnails/0ban-tap-the-vinh-ho-40m2-so-do-chinh-chu-gia-900-trieu.jpg,NULL,NULL,1,1,NULL,40, ---, _,900.0,"Đường Vĩnh Hồ, Phường Thịnh Quang, Quận Đống Đa, Hà Nội",Đống Đa,Phường Thịnh Quang
08/12/2020,/files/properties/2020/9/16/thumbnails/06941340-4924-ban-can-ho-chung-cu-quan-hai-ba-trung-gia-re.jpg,NULL,5,2,1,NULL,58, ---, _,1450.0,"Phố Tạ Quang Bửu, Phường Bách Khoa, Quận Hai Bà Trưng, Hà Nội",Hai Bà Trưng,Phường Bách Khoa
08/12/2020,/files/properties/2020/8/20/thumbnails/06774557-5156-ban-can-ho-chung-cu-ha-noi-chinh-chu.jpg,NULL,NULL,3,3,NULL,105, ---, _,1850.0,"Đường Nguyễn Chí Thanh, Phường Láng Thượng, Quận Đống Đa, Hà Nội",Đống Đa,Phường Láng Thượng
08/12/2020,/files/properties/2020/11/2/thumbnails/06607261-2215-ban-can-ho-chung-cu-quan-thanh-xuan-gia-re.jpg,NULL,2,2,2,NULL,50, ---, _,1250.0,"Phố Nguyễn Quý Đức, Phường Thanh Xuân Bắc, Quận Thanh Xuân, Hà Nội",Thanh Xuân,Phường Thanh Xuân Bắc
08/12/2020,/files/properties/2020/11/4/thumbnails/07265262-1045-ban-can-ho-chung-cu-quan-dong-da.jpg,NULL,5,2,3,NULL,42, ---, _,1150.0,"Phố Phạm Ngọc Thạch, Phường Trung Tự, Quận Đống Đa, Hà Nội",Đống Đa,Phường Trung Tự
08/12/2020,/files/properties/2020/11/1/thumbnails/07243906-2738-ban-can-ho-chung-cu-quan-dong-da-chinh-chu.jpg,NULL,4,2,2,NULL,52, ---, _,1020.0,"Phố Lương Định Của, Phường Kim Liên, Quận Đống Đa, Hà Nội",Đống Đa,Phường Kim Liên
08/12/2020,/files/properties/2020/11/3/thumbnails/07253758-0044-ban-can-ho-chung-cu-quan-hai-ba-trung-gia-re.jpg,5.0,1,3,3,NULL,136, ---, _,4300.0,"Phố Lê Thanh Nghị, Phường Bách Khoa, Quận Hai Bà Trưng, Hà Nội",Hai Bà Trưng,Phường Bách Khoa
08/12/2020,/files/properties/2020/2/17/thumbnails/20200217_025220_313948_2.jpg,NULL,5,2,2,NULL,86, ---, _,1750.0,"Đường Nguyễn Cơ Thạch, Phường Cầu Diễn, Quận Nam Từ Liêm, Hà Nội",Nam Từ Liêm,Phường Cầu Diễn
08/12/2020,/files/properties/2019/11/21/thumbnails/05460941-1807-ban-can-ho-chung-cu-quan-nam-tu-liem.jpg,NULL,3,5,6,NULL,180, ---, _,20000.0,"Đường Hàm Nghi, Phường Mỹ Đình 2, Quận Nam Từ Liêm, Hà Nội",Nam Từ Liêm,Phường Mỹ Đình 2
08/12/2020,/files/properties/2020/11/5/thumbnails/20201105_014348_313948_0.jpg,NULL,30,3,3,NULL,93, ---, _,3200.0,"Đường Lê Đức Thọ, Phường Mỹ Đình 2, Quận Nam Từ Liêm, Hà Nội",Nam Từ Liêm,Phường Mỹ Đình 2
08/12/2020,/files/properties/2019/11/21/thumbnails/05488814-2024-ban-can-ho-chung-cu-quan-nam-tu-liem.jpg,NULL,20,3,3,NULL,124, ---, _,2500.0,"Đường Lê Đức Thọ, Phường Mỹ Đình 2, Quận Nam Từ Liêm, Hà Nội",Nam Từ Liêm,Phường Mỹ Đình 2
08/12/2020,/files/properties/2020/3/18/thumbnails/05949260-0441-ban-can-ho-chung-cu-quan-hai-ba-trung-gia-re.jpg,25.0,2,3,3,NULL,226, ---, _,19700.0,"Đường Minh Khai, Phường Vĩnh Tuy, Quận Hai Bà Trưng, Hà Nội",Hai Bà Trưng,Phường Vĩnh Tuy
08/12/2020,/files/properties/2020/12/8/thumbnails/07507631-3251-ban-nha-trong-hem-ha-noi-chinh-chu.jpg,3.0,6,9,9,1,50, ---, _,4000.0,"Đường Yên Phúc, Phường Văn Quán, Quận Hà Đông, Hà Nội",Hà Đông,Phường Văn Quán
08/12/2020,/files/properties/2020/11/29/thumbnails/07445279-0525-ban-can-ho-chung-cu-quan-thanh-xuan-chinh-chu.jpg,15.0,2,5,4,1,300, 10x30m, _,5000.0,"Đường Tố Hữu, Phường Thanh Xuân Bắc, Quận Thanh Xuân, Hà Nội",Thanh Xuân,Phường Thanh Xuân Bắc
08/12/2020,/files/properties/2020/11/25/thumbnails/07419265-5844-ban-can-ho-chung-cu-quan-thanh-xuan-gia-re.jpg,20.0,2,5,5,1,300, 10x15m, _,5000.0,"Đường Lương Thế Vinh, Phường Thanh Xuân Bắc, Quận Thanh Xuân, Hà Nội",Thanh Xuân,Phường Thanh Xuân Bắc
08/12/2020,/files/properties/2020/11/23/thumbnails/07396965-3411-ban-can-ho-chung-cu-quan-thanh-xuan-gia-re.jpg,15.0,2,5,4,1,290, 20x15m, _,5700.0,"Đường Nguyễn Trãi, Phường Thanh Xuân Bắc, Quận Thanh Xuân, Hà Nội",Thanh Xuân,Phường Thanh Xuân Bắc
08/12/2020,/files/properties/2020/7/17/thumbnails/0ban-can-ho-3pn-chung-cu-amber-riverside-moi-tinh-thong-voi-times-city.jpg,NULL,NULL,3,2,1,97, ---, _,3200.0,"Đường Minh Khai, Phường Minh Khai, Quận Hai Bà Trưng, Hà Nội",Hai Bà Trưng,Phường Minh Khai
08/12/2020,/files/properties/2019/11/12/thumbnails/05435776-5849-ban-can-ho-chung-cu-quan-hoang-mai-chinh-chu.jpg,NULL,NULL,3,2,1,95, ---, _,2300.0,"Đường Lĩnh Nam, Phường Mai Động, Quận Hoàng Mai, Hà Nội",Hoàng Mai,Phường Mai Động
08/12/2020,/files/properties/2020/4/3/thumbnails/06010341-1903-ban-can-ho-chung-cu-ha-noi-chinh-chu.jpg,NULL,NULL,2,2,1,80, ---, _,3300.0,"Đường Minh Khai, Phường Minh Khai, Quận Hai Bà Trưng, Hà Nội",Hai Bà Trưng,Phường Minh Khai
08/12/2020,/files/properties/2020/9/18/thumbnails/06955619-5825-ban-can-ho-chung-cu-quan-long-bien.jpg,NULL,NULL,2,2,NULL,93, ---, _,1950.0,"Đường Quốc Lộ 1, Phường Thạch Bàn, Quận Long Biên, Hà Nội",Long Biên,Phường Thạch Bàn
08/12/2020,/files/properties/2020/11/20/thumbnails/07385470-1930-ban-can-ho-chung-cu-ha-noi-chinh-chu.jpg,NULL,2,3,4,NULL,82, ---, _,2100.0,"Đường Lê Đức Thọ, Phường Mỹ Đình 1, Quận Nam Từ Liêm, Hà Nội",Nam Từ Liêm,Phường Mỹ Đình 1
08/12/2020,/files/properties/2019/1/1/thumbnails/20190101_040136_3912031_0.jpg,NULL,NULL,2,2,1,75, ---, _,1875.0,"Đường Minh Khai, Phường Vĩnh Tuy, Quận Hai Bà Trưng, Hà Nội",Hai Bà Trưng,Phường Vĩnh Tuy
08/12/2020,/files/properties/2020/2/10/thumbnails/05754413-5010-ban-can-ho-chung-cu-ha-noi.jpg,NULL,NULL,2,2,1,76, ---, _,2850.0,"Đường Minh Khai, Phường Vĩnh Tuy, Quận Hai Bà Trưng, Hà Nội",Hai Bà Trưng,Phường Vĩnh Tuy
08/12/2020,/files/properties/2020/6/3/thumbnails/06273869-2537-ban-can-ho-chung-cu-quan-hoang-mai-chinh-chu.jpg,64.0,7,3,4,1,79, ---, _,2500.0,"Đường Nguyễn Xiển, Phường Đại Kim, Quận Hoàng Mai, Hà Nội",Hoàng Mai,Phường Đại Kim
08/12/2020,/files/properties/2020/8/9/thumbnails/06710296-1316-ban-can-ho-chung-cu-ha-noi.jpg,NULL,1,3,3,1,107, ---, _,1350.0,"Đường Tố Hữu, Phường Dương Nội, Quận Hà Đông, Hà Nội",Hà Đông,Phường Dương Nội
08/12/2020,/files/properties/2020/11/3/thumbnails/07260773-0111-ban-can-ho-chung-cu-quan-ha-dong-gia-re.jpg,40.0,1,2,2,1,72, 7x10m, _,1150.0,"Đường Tố Hữu, Phường Dương Nội, Quận Hà Đông, Hà Nội",Hà Đông,Phường Dương Nội
08/12/2020,/files/properties/2020/10/29/thumbnails/07223513-3428-ban-can-ho-chung-cu-ha-noi-chinh-chu.jpg,NULL,8,2,2,NULL,90, ---, _,3900.0,"Đường Nguyễn Trãi, Phường Thượng Đình, Quận Thanh Xuân, Hà Nội",Thanh Xuân,Phường Thượng Đình
08/12/2020,/files/properties/default.jpg,30.0,15,2,2,1,90, 8x12m, _,1330.0,"Đường Thanh Đàm, Phường Thanh Trì, Quận Hoàng Mai, Hà Nội",Hoàng Mai,Phường Thanh Trì
08/12/2020,/files/properties/2020/1/2/thumbnails/05686853-5230-ban-can-ho-chung-cu-ha-noi-gia-re.jpg,NULL,15,2,1,NULL,80, ---, _,4800.0,"Đường Nguyễn Chí Thanh, Phường Láng Thượng, Quận Đống Đa, Hà Nội",Đống Đa,Phường Láng Thượng
08/12/2020,/files/properties/2019/11/19/thumbnails/05477805-0908-ban-can-ho-chung-cu-quan-ba-dinh.jpg,NULL,20,2,3,NULL,110, ---, _,5280.0,"Đường Giảng Võ, Phường Giảng Võ, Quận Ba Đình, Hà Nội",Ba Đình,Phường Giảng Võ
08/12/2020,/files/properties/2020/4/8/thumbnails/20200408_022149_266851_0.jpg,NULL,2,12,12,NULL,50, ---, _,600.0,"Đường Bắc Thăng Long-Hải Bối, Xã Kim Chung, Huyện Đông Anh, Hà Nội",Đông Anh,Xã Kim Chung
08/12/2020,/files/properties/2020/8/18/thumbnails/05899202-0901-ban-can-ho-chung-cu-ha-noi-gia-re.jpg,NULL,27,2,2,NULL,53, ---, _,795.0,"Xã Tứ Hiệp, Huyện Thanh Trì, Hà Nội",Huyện Thanh Trì,Xã Tứ Hiệp
08/12/2020,/files/properties/2020/11/18/thumbnails/07371173-5736-ban-can-ho-chung-cu-ha-noi-chinh-chu.jpg,10.0,5,2,3,NULL,65, ---, _,1850.0,"Đường Mễ Trì, Phường Mễ Trì, Quận Nam Từ Liêm, Hà Nội",Nam Từ Liêm,Phường Mễ Trì
08/12/2020,/files/properties/2020/12/2/thumbnails/07466333-0659-ban-can-ho-chung-cu-ha-noi-gia-re.jpg,5.0,4,3,2,1,52, ---, _,2730.0,"Phố Chùa Bộc, Phường Kim Liên, Quận Đống Đa, Hà Nội",Đống Đa,Phường Kim Liên
08/12/2020,/files/properties/2019/7/25/thumbnails/20190725_121402_4817171_0.jpg,8.0,10,26,26,NULL,101, ---, _,24000.0,"Đường Kim Mã, Phường Ngọc Khánh, Quận Ba Đình, Hà Nội",Ba Đình,Phường Ngọc Khánh
08/12/2020,/files/properties/2020/8/18/thumbnails/06766587-0937-ban-can-ho-chung-cu-quan-thanh-xuan.jpg,NULL,1,3,4,1,120, 6x18m, Đông Nam,3200.0,"Đường Nguyễn Trãi, Phường Khương Trung, Quận Thanh Xuân, Hà Nội",Thanh Xuân,Phường Khương Trung
08/12/2020,/files/properties/2020/10/5/thumbnails/20201005_025201_484106_2.jpg,NULL,25,3,3,1,92, ---, _,2208.0,"Đường Sài Đồng, Phường Sài Đồng, Quận Long Biên, Hà Nội",Long Biên,Phường Sài Đồng
08/12/2020,/files/properties/2020/9/29/thumbnails/20200929_093506_484106_2.jpg,NULL,25,3,3,1,83, ---, _,2241.0,"Đường Sài Đồng, Phường Sài Đồng, Quận Long Biên, Hà Nội",Long Biên,Phường Sài Đồng
08/12/2020,/files/properties/2020/9/21/thumbnails/06967729-2546-ban-can-ho-chung-cu-ha-noi-chinh-chu.jpg,4.0,6,2,2,NULL,40, ---, _,625.0,"Phố Quan Nhân, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội",Thanh Xuân,Phường Nhân Chính
08/12/2020,/files/properties/2020/8/26/thumbnails/06811824-3716-ban-can-ho-chung-cu-quan-thanh-xuan.jpg,4.0,8,2,2,NULL,50, ---, _,700.0,"Đường Khương Đình, Phường Khương Đình, Quận Thanh Xuân, Hà Nội",Thanh Xuân,Phường Khương Đình
08/12/2020,/files/properties/2020/12/5/thumbnails/07489786-0850-ban-can-ho-chung-cu-quan-thanh-xuan.jpg,NULL,8,2,2,NULL,89, ---, _,2050.0,"Phố Hạ Đình, Phường Hạ Đình, Quận Thanh Xuân, Hà Nội",Thanh Xuân,Phường Hạ Đình
08/12/2020,/files/properties/2020/11/9/thumbnails/0ban-gap-can-ho-cao-cap-85-143-ha-dinh-noi-that-xin-moi-2-ngu-2-ve-sinh-dt-100m2.jpg,6.0,10,2,2,1,100, ---, _,2090.0,"Phố Hạ Đình, Phường Thượng Đình, Quận Thanh Xuân, Hà Nội",Thanh Xuân,Phường Thượng Đình
08/12/2020,/files/properties/2020/8/18/thumbnails/06763113-2834-ban-can-ho-chung-cu-ha-noi-chinh-chu.jpg,20.0,1,3,3,1,140, ---, _,3780.0,"Đường Trần Phú, Phường Mộ Lao, Quận Hà Đông, Hà Nội",Hà Đông,Phường Mộ Lao
08/12/2020,/files/properties/2019/11/16/thumbnails/05465041-4058-ban-can-ho-chung-cu-quan-ba-dinh.jpg,NULL,5,1,0,NULL,32, ---, _,630.0,"Đường Kim Mã, Phường Kim Mã, Quận Ba Đình, Hà Nội",Ba Đình,Phường Kim Mã
08/12/2020,/files/properties/2019/12/28/thumbnails/05673806-0501-ban-can-ho-chung-cu-quan-tay-ho-chinh-chu.jpg,NULL,6,2,2,NULL,48, ---, _,1100.0,"Phố Võng Thị, Phường Bưởi, Quận Tây Hồ, Hà Nội",Tây Hồ,Phường Bưởi
08/12/2020,/files/properties/2020/10/7/thumbnails/07079201-5746-ban-can-ho-chung-cu-ha-noi.jpg,4.0,5,4,5,NULL,31, 4x8m, _,4000.0,"Phố Pháo Đài Láng, Phường Cát Linh, Quận Đống Đa, Hà Nội",Đống Đa,Phường Cát Linh
08/12/2020,/files/properties/2020/11/13/thumbnails/0chung-cu-h-khu-do-thi-den-lu-1-68m2-gia-chi-co-1-3-thoi.jpg,NULL,NULL,2,2,NULL,68, ---, _,1300.0,"Đường  Hồ Đền Lừ, Phường Hoàng Văn Thụ, Quận Hoàng Mai, Hà Nội",Hoàng Mai,Phường Hoàng Văn Thụ
08/12/2020,/files/properties/2020/5/22/thumbnails/06204006-3433-ban-can-ho-chung-cu-ha-noi-gia-re.jpg,NULL,1,1,1,NULL,35, ---, _,550.0,"Phố Giáp Nhị, Phường Thịnh Liệt, Quận Hoàng Mai, Hà Nội",Hoàng Mai,Phường Thịnh Liệt
08/12/2020,/files/properties/2020/2/27/thumbnails/05840186-1818-ban-can-ho-chung-cu-quan-dong-da-chinh-chu.jpg,NULL,6,1,2,NULL,42, ---, _,840.0,"Phố Hào Nam, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội",Đống Đa,Phường Ô Chợ Dừa
08/12/2020,/files/properties/2019/12/26/thumbnails/05662711-1827-ban-can-ho-chung-cu-quan-dong-da-chinh-chu.jpg,NULL,6,2,3,NULL,45, ---, _,920.0,"Phố Xã Đàn, Phường Phương Liên, Quận Đống Đa, Hà Nội",Đống Đa,Phường Phương Liên
08/12/2020,/files/properties/2020/10/19/thumbnails/07155513-0311-ban-can-ho-chung-cu-ha-noi-chinh-chu.jpg,NULL,1,2,2,NULL,45, ---, _,990.0,"Đường Xuân Thủy, Phường Dịch Vọng Hậu, Quận Cầu Giấy, Hà Nội",Cầu Giấy,Phường Dịch Vọng Hậu
08/12/2020,/files/properties/2019/12/17/thumbnails/05621797-5727-ban-can-ho-chung-cu-quan-tay-ho.jpg,NULL,6,1,1,NULL,32, ---, _,550.0,"Đường Lạc Long Quân, Phường Xuân La, Quận Tây Hồ, Hà Nội",Tây Hồ,Phường Xuân La
08/12/2020,/files/properties/2019/10/13/thumbnails/20191013_092944_5267566_0.jpg,NULL,8,2,2,NULL,48, ---, _,1050.0,"Đường Hoàng Hoa Thám, Phường Ngọc Hà, Quận Ba Đình, Hà Nội",Ba Đình,Phường Ngọc Hà
08/12/2020,/files/properties/2019/11/5/thumbnails/05400503-4709-ban-can-ho-chung-cu-quan-cau-giay-chinh-chu.jpg,NULL,5,1,2,NULL,32, ---, _,550.0,"Phố Trần Thái Tông, Phường Dịch Vọng Hậu, Quận Cầu Giấy, Hà Nội",Cầu Giấy,Phường Dịch Vọng Hậu
08/12/2020,/files/properties/2019/11/4/thumbnails/0chung-cu-mini-vo-chi-cong-du-noi-that-o-ngay-o-to-do-cua-chi-hon-500-trieu.jpg,NULL,6,1,2,NULL,31, ---, _,550.0,"Đường Võ Chí Công, Phường Xuân La, Quận Tây Hồ, Hà Nội",Tây Hồ,Phường Xuân La
08/12/2020,/files/properties/2019/11/5/thumbnails/05399987-5325-ban-can-ho-chung-cu-ha-noi-gia-re.jpg,NULL,6,1,2,NULL,33, ---, _,630.0,"Phố Tôn Đức Thắng, Phường Hàng Bột, Quận Đống Đa, Hà Nội",Đống Đa,Phường Hàng Bột
08/12/2020,/files/properties/2020/10/7/thumbnails/07078807-1240-ban-can-ho-chung-cu-quan-bac-tu-liem.jpg,NULL,1,1,1,NULL,33, ---, _,600.0,"Đường Phạm Văn Đồng, Phường Xuân Đỉnh, Quận Bắc Từ Liêm, Hà Nội",Bắc Từ Liêm,Phường Xuân Đỉnh
08/12/2020,/files/properties/2020/10/2/thumbnails/07046149-5415-ban-can-ho-chung-cu-quan-bac-tu-liem-chinh-chu.jpg,NULL,1,1,2,NULL,32, ---, _,600.0,"Đường Xuân Đỉnh, Phường Xuân Đỉnh, Quận Bắc Từ Liêm, Hà Nội",Bắc Từ Liêm,Phường Xuân Đỉnh
08/12/2020,/files/properties/2020/9/29/thumbnails/07021740-2028-ban-can-ho-chung-cu-ha-noi-gia-re.jpg,NULL,1,1,2,NULL,32, ---, _,720.0,"Đường Trần Khát Chân, Phường Thanh Nhàn, Quận Hai Bà Trưng, Hà Nội",Hai Bà Trưng,Phường Thanh Nhàn
08/12/2020,/files/properties/2020/5/13/thumbnails/06152097-0847-ban-can-ho-chung-cu-quan-dong-da-chinh-chu.jpg,NULL,1,1,1,NULL,35, ---, _,750.0,"Phố Khâm Thiên, Phường Khâm Thiên, Quận Đống Đa, Hà Nội",Đống Đa,Phường Khâm Thiên
08/12/2020,/files/properties/2019/12/10/thumbnails/0chung-cu-mini-pho-vong-full-noi-that-o-ngay-dt-25-48m2-gia-480-950-trieu.jpg,NULL,5,2,3,NULL,46, ---, _,890.0,"Phố Vọng, Phường Đồng Tâm, Quận Hai Bà Trưng, Hà Nội",Hai Bà Trưng,Phường Đồng Tâm
08/12/2020,/files/properties/2020/5/14/thumbnails/06156402-1142-ban-can-ho-chung-cu-quan-hoang-mai-gia-re.jpg,NULL,1,1,0,NULL,32, ---, _,550.0,"Phố Tân Mai, Phường Tương Mai, Quận Hoàng Mai, Hà Nội",Hoàng Mai,Phường Tương Mai
08/12/2020,/files/properties/2018/10/22/thumbnails/20181022_105545_3622459_0.jpg,NULL,6,1,2,NULL,30, ---, _,500.0,"Đường Nguyễn Hoàng, Phường Mỹ Đình 2, Quận Nam Từ Liêm, Hà Nội",Nam Từ Liêm,Phường Mỹ Đình 2
08/12/2020,/files/properties/2017/4/5/thumbnails/20170405_114312_1950778_0.jpg,NULL,NULL,NULL,NULL,NULL,42, ---, _,790.0,"Đường Võ Chí Công, Phường Xuân La, Quận Tây Hồ, Hà Nội",Tây Hồ,Phường Xuân La
08/12/2020,/files/properties/2019/7/3/thumbnails/20190703_103518_4695960_0.jpg,NULL,6,1,1,NULL,33, ---, _,750.0,"Phố Tôn Đức Thắng, Phường Hàng Bột, Quận Đống Đa, Hà Nội",Đống Đa,Phường Hàng Bột
08/12/2020,/files/properties/2020/7/3/thumbnails/06470197-0213-ban-can-ho-chung-cu-ha-noi.jpg,NULL,1,2,1,NULL,43, ---, _,630.0,"Đường Nguyễn Văn Huyên, Phường Dịch Vọng, Quận Cầu Giấy, Hà Nội",Cầu Giấy,Phường Dịch Vọng
08/12/2020,/files/properties/2019/10/10/thumbnails/20191010_114325_5248537_0.jpg,NULL,6,1,1,NULL,35, ---, _,550.0,"Đường Xuân Đỉnh, Phường Xuân Đỉnh, Quận Bắc Từ Liêm, Hà Nội",Bắc Từ Liêm,Phường Xuân Đỉnh
08/12/2020,/files/properties/2019/10/10/thumbnails/20191010_114828_5248581_0.jpg,NULL,6,1,0,NULL,35, ---, _,700.0,"Đường Xuân Thủy, Phường Dịch Vọng, Quận Cầu Giấy, Hà Nội",Cầu Giấy,Phường Dịch Vọng
08/12/2020,/files/properties/2018/4/10/thumbnails/20180410_110845_2913766_0.jpg,NULL,6,1,0,NULL,31, ---, _,510.0,"Đường Nguyễn Hoàng, Phường Mỹ Đình 2, Quận Nam Từ Liêm, Hà Nội",Nam Từ Liêm,Phường Mỹ Đình 2
08/12/2020,/files/properties/2019/8/21/thumbnails/20190821_034006_4963741_0.jpg,NULL,6,1,1,NULL,35, ---, _,600.0,"Phố Dịch Vọng Hậu, Phường Dịch Vọng Hậu, Quận Cầu Giấy, Hà Nội",Cầu Giấy,Phường Dịch Vọng Hậu
08/12/2020,/files/properties/2019/12/18/thumbnails/05630077-0756-ban-can-ho-chung-cu-ha-noi-gia-re.jpg,NULL,6,1,1,NULL,32, ---, _,550.0,"Đường Lê Duẩn, Phường Phương Liên, Quận Đống Đa, Hà Nội",Đống Đa,Phường Phương Liên
08/12/2020,/files/properties/2019/2/27/thumbnails/20190227_043802_4040581_0.jpg,NULL,6,2,2,NULL,43, ---, _,700.0,"Đường Xuân La, Phường Xuân La, Quận Tây Hồ, Hà Nội",Tây Hồ,Phường Xuân La
08/12/2020,/files/properties/2020/3/10/thumbnails/0chung-cu-mini-kim-ma-noi-that-cao-cap-gia-re-vao-o-ngay.jpg,NULL,6,1,1,NULL,35, ---, _,850.0,"Đường Kim Mã, Phường Kim Mã, Quận Ba Đình, Hà Nội",Ba Đình,Phường Kim Mã
08/12/2020,/files/properties/2017/2/27/thumbnails/20170227_033515_1853167_0.jpg,NULL,NULL,NULL,NULL,NULL,33, ---, _,830.0,"Phố Hoa Lư, Phường Lê Đại Hành, Quận Hai Bà Trưng, Hà Nội",Hai Bà Trưng,Phường Lê Đại Hành
08/12/2020,/files/properties/2019/6/25/thumbnails/20190625_061236_4655187_0.jpg,NULL,6,2,1,NULL,39, ---, _,900.0,"Phố Vọng, Phường Đồng Tâm, Quận Hai Bà Trưng, Hà Nội",Hai Bà Trưng,Phường Đồng Tâm
